window_end,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,packet_rate,byte_rate,syn_count,avg_packet_size
1782836078.946,192.168.1.100,239.255.255.250,63392,1900,UDP,1,179,0.57,101.98,0,179.0
1782836079.464,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,2.42,198.63,0,82.0
1782836079.981,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.49,122.12,0,82.0
1782836080.471,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.09,89.47,0,82.0
1782836080.471,192.168.1.100,239.255.255.250,63392,1900,UDP,1,179,3.55,634.59,0,179.0
1782836080.997,192.168.1.100,239.255.255.250,63392,1900,UDP,1,179,1.24,221.59,0,179.0
1782836081.472,192.168.1.100,239.255.255.250,63392,1900,UDP,1,179,0.78,139.51,0,179.0
1782836082.014,192.168.1.100,239.255.255.250,63392,1900,UDP,1,179,0.55,98.06,0,179.0
1782836130.906,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.98,666.3,0,336.0
1782836131.496,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.91,307.15,0,336.0
1782836131.909,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.66,222.96,0,336.0
1782836195.898,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.0,337.08,0,336.0
1782836196.012,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.9,302.25,0,336.0
1782836259.479,0.0.0.0,255.255.255.255,68,67,UDP,1,336,3.47,1165.6,0,336.0
1782836259.735,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.84,617.1,0,336.0
1782836260.481,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.78,260.55,0,336.0
1782836260.886,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.59,198.28,0,336.0
1782836323.725,0.0.0.0,255.255.255.255,68,67,UDP,1,336,2.06,692.0,0,336.0
1782836324.007,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.3,438.18,0,336.0
1782836324.757,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.66,221.45,0,336.0
1782836325.01,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.56,189.81,0,336.0
1782836387.68,0.0.0.0,255.255.255.255,68,67,UDP,1,336,3.46,1161.67,0,336.0
1782836388.453,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.94,316.3,0,336.0
1782836388.68,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.78,260.51,0,336.0
1782836452.436,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.14,383.92,0,336.0
1782836452.657,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.91,306.75,0,336.0
1782836453.45,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.53,177.93,0,336.0
1782836516.392,0.0.0.0,255.255.255.255,68,67,UDP,1,336,2.72,912.92,0,336.0
1782836516.877,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.17,393.73,0,336.0
1782836517.4,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.73,244.22,0,336.0
1782836517.895,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.53,179.59,0,336.0
1782836580.32,0.0.0.0,255.255.255.255,68,67,UDP,1,336,3.53,1186.95,0,336.0
1782836580.506,0.0.0.0,255.255.255.255,68,67,UDP,1,336,2.13,716.03,0,336.0
1782836581.321,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.78,261.53,0,336.0
1782836581.521,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.67,226.28,0,336.0
1782836645.16,0.0.0.0,255.255.255.255,68,67,UDP,1,336,4.07,1368.91,0,336.0
1782836645.314,0.0.0.0,255.255.255.255,68,67,UDP,1,336,2.51,841.81,0,336.0
1782836646.164,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.8,268.93,0,336.0
1782836646.332,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.71,236.99,0,336.0
1782836710.5,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.3,437.26,0,336.0
1782836710.635,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.11,372.29,0,336.0
1782836711.522,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.56,187.73,0,336.0
1782836711.684,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.51,172.17,0,336.0
1782836775.179,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.94,314.21,0,336.0
1782836775.204,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.91,306.89,0,336.0
1782836839.477,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.5,505.04,0,336.0
1782836839.487,0.0.0.0,255.255.255.255,68,67,UDP,1,336,1.48,497.42,0,336.0
1782836840.483,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.6,201.0,0,336.0
1782836840.504,0.0.0.0,255.255.255.255,68,67,UDP,1,336,0.59,198.54,0,336.0
1782836881.746,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.26,417.3,0,330.0
1782836881.93,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.03,338.55,0,330.0
1782836882.817,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.54,177.22,0,330.0
1782880846.195,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.91,300.36,0,330.0
1782880846.195,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.91,300.32,0,330.0
1782880848.202,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.8,593.06,0,330.0
1782880848.213,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.76,581.23,0,330.0
1782880849.202,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.64,211.96,0,330.0
1782880849.241,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.63,206.79,0,330.0
1782880852.203,0.0.0.0,255.255.255.255,68,67,UDP,1,330,2.18,718.31,0,330.0
1782880852.252,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.97,649.07,0,330.0
1782880853.204,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.68,225.98,0,330.0
1782880853.275,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.65,215.61,0,330.0
1782880861.211,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.76,580.22,0,330.0
1782880861.299,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.52,502.11,0,330.0
1782880862.211,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.64,210.27,0,330.0
1782880862.314,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.6,197.32,0,330.0
1782880877.347,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.75,575.92,0,330.0
1782880877.581,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.24,409.23,0,330.0
1782880878.352,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.63,209.18,0,330.0
1782880878.6,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.55,180.78,0,330.0
1782880900.644,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,1.47,879.41,0,599.0
1782880900.648,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,1.46,874.81,0,599.0
1782880901.644,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,0.59,356.22,0,599.0
1782880901.673,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,0.58,350.28,0,599.0
1782880907.655,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,1.9,156.18,0,82.0
1782880907.728,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,1.67,137.13,0,82.0
1782880908.656,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.31,107.51,0,82.0
1782880908.755,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.23,100.94,0,82.0
1782880909.656,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,0.66,53.76,0,82.0
1782880909.781,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,0.61,49.68,0,82.0
1782880910.657,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,1.9,156.02,0,82.0
1782880910.657,0.0.0.0,255.255.255.255,68,67,UDP,1,330,1.14,376.82,0,330.0
1782880910.806,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,1.48,121.46,0,82.0
1782880910.806,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.98,321.87,0,330.0
1782880911.658,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,0.66,53.73,0,82.0
1782880911.658,0.0.0.0,255.255.255.255,68,67,UDP,1,330,0.53,175.87,0,330.0
1782880911.851,192.168.1.100,224.0.0.251,5353,5353,UDP,1,82,0.58,47.68,0,82.0
1782880935.115,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,5.35,3205.45,0,599.0
1782880935.744,192.168.1.147,224.0.0.251,5353,5353,UDP,2,1198,2.45,1468.35,0,599.0
1782880935.744,192.168.1.70,224.0.0.251,5353,5353,UDP,2,164,5.42,444.54,0,82.0
1782880936.136,192.168.1.147,224.0.0.251,5353,5353,UDP,2,1198,1.66,992.26,0,599.0
1782880936.136,192.168.1.70,224.0.0.251,5353,5353,UDP,2,164,2.63,215.68,0,82.0
1782880936.823,192.168.1.147,224.0.0.251,5353,5353,UDP,2,1198,1.06,632.37,0,599.0
1782880936.823,192.168.1.70,224.0.0.251,5353,5353,UDP,2,164,1.38,113.3,0,82.0
1782880937.161,192.168.1.147,224.0.0.251,5353,5353,UDP,1,599,0.57,340.8,0,599.0
1782880937.161,192.168.1.70,224.0.0.251,5353,5353,UDP,2,164,1.12,91.81,0,82.0
1782881340.522,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.83,148.97,0,179.0
1782881343.566,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.81,144.15,0,179.0
1782881345.597,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,3.69,660.13,0,179.0
1782881346.653,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.75,134.88,0,179.0
1782881351.719,192.168.1.100,224.0.0.252,50426,5355,UDP,1,71,4.33,307.77,0,71.0
1782881352.756,192.168.1.100,224.0.0.252,50426,5355,UDP,2,142,1.58,112.02,0,71.0
1782881352.756,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,1.07,191.98,0,179.0
1782881352.756,192.168.1.100,224.0.0.252,55094,5355,UDP,1,71,3.43,243.62,0,71.0
1782881354.006,192.168.1.100,224.0.0.252,55094,5355,UDP,2,142,1.3,92.14,0,71.0
1782881354.006,192.168.1.100,224.0.0.252,60202,5355,UDP,2,142,2.79,197.79,0,71.0
1782881355.062,192.168.1.100,224.0.0.252,60202,5355,UDP,2,142,1.13,80.04,0,71.0
1782881356.098,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.79,142.01,0,179.0
1782881358.125,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,3.53,632.06,0,179.0
1782881359.144,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.77,137.51,0,179.0
1782881361.167,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,2.47,202.24,0,82.0
1782881361.167,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,3.14,561.51,0,179.0
1782881362.219,192.168.1.100,224.0.0.251,5353,5353,UDP,4,328,2.15,176.08,0,82.0
1782881362.219,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.73,130.6,0,179.0
1782881363.271,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.05,85.78,0,82.0
1782881364.372,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.98,162.11,0,82.0
1782881364.372,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,1.92,343.16,0,179.0
1782881365.465,192.168.1.100,239.255.255.250,50700,1900,UDP,1,179,0.62,110.89,0,179.0
1782881380.736,192.168.1.100,224.0.0.252,51946,5355,UDP,1,71,2.57,182.68,0,71.0
1782881380.736,192.168.1.100,192.168.1.255,137,137,UDP,3,330,8.9,978.9,0,110.0
1782881381.792,192.168.1.100,224.0.0.252,51946,5355,UDP,2,142,1.38,98.29,0,71.0
1782881381.792,192.168.1.100,192.168.1.255,137,137,UDP,6,660,4.31,473.77,0,110.0
1782881381.792,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,1.07,191.37,0,179.0
1782881382.908,192.168.1.100,192.168.1.255,137,137,UDP,9,990,5.11,562.62,0,110.0
1782881383.986,192.168.1.100,192.168.1.255,137,137,UDP,3,330,2.24,246.81,0,110.0
1782881385.101,192.168.1.100,239.255.255.250,51951,1900,UDP,4,704,3.21,565.01,0,176.0
1782881385.101,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,9.22,755.89,0,82.0
1782881386.186,192.168.1.100,239.255.255.250,51951,1900,UDP,3,525,1.9,333.35,0,175.0
1782881386.186,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.54,126.0,0,82.0
1782881387.235,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,2.63,470.71,0,179.0
1782881388.25,192.168.1.100,239.255.255.250,51951,1900,UDP,4,704,2.87,504.68,0,176.0
1782881388.25,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,6.51,533.44,0,82.0
1782881389.31,192.168.1.100,239.255.255.250,51951,1900,UDP,3,525,1.82,318.45,0,175.0
1782881389.31,192.168.1.100,224.0.0.251,5353,5353,UDP,4,328,2.93,239.86,0,82.0
1782881390.339,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,2.09,374.51,0,179.0
1782881390.339,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.43,117.57,0,82.0
1782881391.378,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,0.66,117.97,0,179.0
1782881391.378,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,4.61,378.3,0,82.0
1782881392.409,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.37,111.95,0,82.0
1782881393.465,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,1.65,295.22,0,179.0
1782881394.478,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,0.62,110.56,0,179.0
1782881396.496,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,1.57,280.41,0,179.0
1782881397.515,192.168.1.100,239.255.255.250,51951,1900,UDP,1,179,0.6,108.03,0,179.0
1782881412.742,192.168.1.100,224.0.0.252,60855,5355,UDP,2,142,2.42,171.82,0,71.0
1782881413.777,192.168.1.100,224.0.0.252,60855,5355,UDP,2,142,1.07,76.27,0,71.0
1782881413.777,192.168.1.100,224.0.0.252,55979,5355,UDP,1,71,2.21,156.94,0,71.0
1782881413.777,192.168.1.100,239.255.255.250,55984,1900,UDP,2,346,8.44,1460.94,0,173.0
1782881414.889,192.168.1.100,224.0.0.252,55979,5355,UDP,2,142,1.28,90.79,0,71.0
1782881414.889,192.168.1.100,239.255.255.250,55984,1900,UDP,4,704,2.97,522.07,0,176.0
1782881415.942,192.168.1.100,239.255.255.250,55984,1900,UDP,2,358,1.02,183.37,0,179.0
1782881415.942,192.168.1.100,224.0.0.252,54627,5355,UDP,2,142,3.26,231.72,0,71.0
1782881415.942,192.168.1.100,192.168.1.255,137,137,UDP,3,330,5.44,598.87,0,110.0
1782881416.998,192.168.1.100,239.255.255.250,55984,1900,UDP,3,525,7.44,1301.54,0,175.0
1782881416.998,192.168.1.100,224.0.0.252,54627,5355,UDP,2,142,1.2,85.08,0,71.0
1782881416.998,192.168.1.100,192.168.1.255,137,137,UDP,6,660,3.73,410.62,0,110.0
1782881418.099,192.168.1.100,239.255.255.250,55984,1900,UDP,4,704,2.66,467.84,0,176.0
1782881418.099,192.168.1.100,192.168.1.255,137,137,UDP,9,990,4.6,506.08,0,110.0
1782881419.149,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,0.87,155.85,0,179.0
1782881419.149,192.168.1.100,192.168.1.255,137,137,UDP,3,330,2.0,219.45,0,110.0
1782881420.188,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,6.19,507.89,0,82.0
1782881421.215,192.168.1.100,224.0.0.251,5353,5353,UDP,4,328,2.96,243.12,0,82.0
1782881421.215,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,4.71,842.71,0,179.0
1782881422.24,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.46,119.54,0,82.0
1782881422.24,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,0.81,144.61,0,179.0
1782881423.277,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,4.92,403.81,0,82.0
1782881424.302,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.4,114.63,0,82.0
1782881424.302,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,3.42,612.94,0,179.0
1782881425.502,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,0.67,119.91,0,179.0
1782881427.574,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,1.77,317.69,0,179.0
1782881428.606,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,0.63,112.24,0,179.0
1782881430.725,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,1.4,251.15,0,179.0
1782881431.841,192.168.1.100,239.255.255.250,55984,1900,UDP,1,179,0.55,97.88,0,179.0
1782881464.62,192.168.1.100,224.0.0.252,62195,5355,UDP,1,71,3.0,213.33,0,71.0
1782881465.654,192.168.1.100,224.0.0.252,62195,5355,UDP,2,142,1.46,103.88,0,71.0
1782881465.654,192.168.1.100,224.0.0.252,60105,5355,UDP,1,71,3.29,233.89,0,71.0
1782881466.71,192.168.1.100,224.0.0.252,60105,5355,UDP,2,142,1.47,104.42,0,71.0
1782881466.71,192.168.1.100,239.255.255.250,60110,1900,UDP,3,525,2.65,463.36,0,175.0
1782881467.791,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,1.98,354.58,0,179.0
1782881467.791,192.168.1.100,224.0.0.252,60365,5355,UDP,1,71,2.36,167.33,0,71.0
1782881467.791,192.168.1.100,192.168.1.255,137,137,UDP,3,330,7.98,877.66,0,110.0
1782881468.873,192.168.1.100,239.255.255.250,60110,1900,UDP,4,704,2.52,443.44,0,176.0
1782881468.873,192.168.1.100,224.0.0.252,60365,5355,UDP,2,142,1.33,94.22,0,71.0
1782881468.873,192.168.1.100,192.168.1.255,137,137,UDP,6,660,4.11,452.44,0,110.0
1782881469.962,192.168.1.100,239.255.255.250,60110,1900,UDP,3,525,2.26,394.65,0,175.0
1782881469.962,192.168.1.100,192.168.1.255,137,137,UDP,9,990,5.01,551.2,0,110.0
1782881471.01,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,1.38,247.75,0,179.0
1782881471.01,192.168.1.100,192.168.1.255,137,137,UDP,3,330,2.24,246.24,0,110.0
1782881472.053,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,0.57,101.37,0,179.0
1782881473.073,192.168.1.100,224.0.0.251,5353,5353,UDP,3,246,2.58,211.56,0,82.0
1782881474.147,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.62,132.85,0,82.0
1782881474.147,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,1.17,210.05,0,179.0
1782881475.189,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,7.33,600.79,0,82.0
1782881475.189,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,0.53,94.5,0,179.0
1782881476.312,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.43,117.5,0,82.0
1782881477.343,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,0.96,171.01,0,179.0
1782881479.426,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,7.79,1394.85,0,179.0
1782881480.451,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,0.87,155.29,0,179.0
1782881481.474,192.168.1.100,224.0.0.252,53001,5355,UDP,2,142,2.18,154.45,0,71.0
1782881482.492,192.168.1.100,224.0.0.252,53001,5355,UDP,2,142,1.03,73.3,0,71.0
1782881482.492,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,5.38,962.3,0,179.0
1782881483.535,192.168.1.100,239.255.255.250,60110,1900,UDP,1,179,0.81,145.59,0,179.0
1782881513.968,192.168.1.100,224.0.0.252,62702,5355,UDP,1,71,2.77,196.78,0,71.0
1782881513.968,10.153.71.197,224.0.0.252,53898,5355,UDP,1,75,2.89,216.89,0,75.0
1782881513.968,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,3.57,639.25,0,179.0
1782881515.022,192.168.1.100,224.0.0.252,62702,5355,UDP,2,142,1.41,100.33,0,71.0
1782881515.022,10.153.71.197,224.0.0.252,53898,5355,UDP,2,150,1.43,107.11,0,75.0
1782881515.022,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,0.75,134.12,0,179.0
1782881515.022,192.168.1.100,239.255.255.250,62707,1900,UDP,3,525,3.27,572.81,0,175.0
1782881515.022,192.168.1.100,224.0.0.252,61641,5355,UDP,1,71,1.68,119.48,0,71.0
1782881515.022,10.153.71.197,224.0.0.252,56784,5355,UDP,1,75,1.81,135.46,0,75.0
1782881516.226,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,2.53,453.17,0,179.0
1782881516.226,192.168.1.100,224.0.0.252,61641,5355,UDP,2,142,1.11,79.0,0,71.0
1782881516.226,10.153.71.197,224.0.0.252,56784,5355,UDP,1,75,0.57,42.69,0,75.0
1782881516.226,192.168.1.100,224.0.0.252,50482,5355,UDP,2,142,2.05,145.56,0,71.0
1782881516.226,10.153.71.197,10.153.71.255,137,137,UDP,1,110,2.65,292.02,0,110.0
1782881516.226,10.153.71.197,224.0.0.252,50655,5355,UDP,1,75,3.12,233.86,0,75.0
1782881517.331,10.153.71.197,239.255.255.250,58229,1900,UDP,2,358,1.33,238.55,0,179.0
1782881517.331,192.168.1.100,224.0.0.252,50482,5355,UDP,1,71,0.6,42.45,0,71.0
1782881517.331,10.153.71.197,10.153.71.255,137,137,UDP,2,220,1.35,148.4,0,110.0
1782881517.331,10.153.71.197,224.0.0.252,50655,5355,UDP,2,150,1.4,105.16,0,75.0
1782881517.331,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,1.36,243.13,0,179.0
1782881517.331,192.168.1.100,224.0.0.252,65141,5355,UDP,1,71,2.13,151.36,0,71.0
1782881517.331,192.168.1.100,192.168.1.255,137,137,UDP,3,330,7.43,817.2,0,110.0
1782881518.464,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,0.57,101.17,0,179.0
1782881518.464,10.153.71.197,10.153.71.255,137,137,UDP,2,220,1.07,118.23,0,110.0
1782881518.464,192.168.1.100,239.255.255.250,62707,1900,UDP,4,704,2.14,376.68,0,176.0
1782881518.464,192.168.1.100,224.0.0.252,65141,5355,UDP,2,142,1.25,88.65,0,71.0
1782881518.464,192.168.1.100,192.168.1.255,137,137,UDP,6,660,3.9,429.54,0,110.0
1782881519.531,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,1.46,260.61,0,179.0
1782881519.531,10.153.71.197,10.153.71.255,137,137,UDP,1,110,0.71,77.83,0,110.0
1782881519.531,192.168.1.100,192.168.1.255,137,137,UDP,9,990,4.86,534.2,0,110.0
1782881520.619,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,0.56,100.83,0,179.0
1782881520.619,10.153.71.197,10.153.71.255,137,137,UDP,4,440,4.06,446.17,0,110.0
1782881520.619,192.168.1.100,192.168.1.255,137,137,UDP,3,330,2.08,229.12,0,110.0
1782881520.619,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,0.98,174.67,0,179.0
1782881520.619,10.153.71.197,224.0.0.251,5353,5353,UDP,2,164,11.48,941.49,0,82.0
1782881521.73,10.153.71.197,10.153.71.255,137,137,UDP,4,440,2.98,327.56,0,110.0
1782881521.73,10.153.71.197,224.0.0.251,5353,5353,UDP,3,246,2.34,191.49,0,82.0
1782881522.778,10.153.71.197,10.153.71.255,137,137,UDP,2,220,1.23,134.76,0,110.0
1782881522.778,10.153.71.197,224.0.0.251,5353,5353,UDP,1,82,0.76,62.05,0,82.0
1782881522.778,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,1.11,198.67,0,179.0
1782881522.778,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,5.17,424.0,0,82.0
1782881523.894,10.153.71.197,224.0.0.251,5353,5353,UDP,1,82,2.34,192.04,0,82.0
1782881523.894,192.168.1.100,224.0.0.251,5353,5353,UDP,4,328,2.66,218.28,0,82.0
1782881523.894,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,0.78,138.81,0,179.0
1782881524.978,10.153.71.197,224.0.0.251,5353,5353,UDP,1,82,0.66,54.25,0,82.0
1782881524.978,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.26,103.36,0,82.0
1782881524.978,0.0.0.0,255.255.255.255,68,67,UDP,1,364,0.89,322.38,0,364.0
1782881524.978,10.153.71.4,10.153.71.255,137,137,UDP,3,330,3.33,366.62,0,110.0
1782881524.978,10.153.71.4,224.0.0.251,5353,5353,UDP,1,81,3.08,249.29,0,81.0
1782881526.144,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,2.66,218.42,0,82.0
1782881526.144,10.153.71.4,10.153.71.255,137,137,UDP,4,440,3.06,336.65,0,110.0
1782881526.144,10.153.71.4,224.0.0.251,5353,5353,UDP,1,81,0.67,54.34,0,81.0
1782881526.144,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,0.8,142.92,0,179.0
1782881526.144,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,1.85,331.26,0,179.0
1782881527.267,192.168.1.100,224.0.0.251,5353,5353,UDP,2,164,1.07,87.53,0,82.0
1782881527.267,10.153.71.4,10.153.71.255,137,137,UDP,5,550,2.98,327.56,0,110.0
1782881527.267,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,0.6,107.63,0,179.0
1782881528.342,10.153.71.4,10.153.71.255,137,137,UDP,2,220,1.0,110.51,0,110.0
1782881528.342,10.153.71.4,224.0.0.251,5353,5353,UDP,1,175,1.34,235.16,0,175.0
1782881528.342,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,2.25,402.85,0,179.0
1782881529.44,10.153.71.4,224.0.0.251,5353,5353,UDP,1,175,0.54,94.97,0,175.0
1782881529.44,10.153.71.197,239.255.255.250,58229,1900,UDP,1,179,0.65,116.02,0,179.0
1782881529.44,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,1.19,213.73,0,179.0
1782881530.507,10.153.71.4,224.0.0.251,5353,5353,UDP,2,164,8.19,671.31,0,82.0
1782881530.507,192.168.1.100,239.255.255.250,62707,1900,UDP,1,179,0.53,93.99,0,179.0
1782881531.573,10.153.71.4,224.0.0.251,5353,5353,UDP,2,164,1.53,125.18,0,82.0
1782881535.606,10.153.71.4,224.0.0.251,5353,5353,UDP,1,82,1.3,106.81,0,82.0
1782881536.641,10.153.71.4,224.0.0.251,5353,5353,UDP,3,246,1.66,136.45,0,82.0
1782881537.665,10.153.71.4,224.0.0.251,5353,5353,UDP,2,164,1.1,90.0,0,82.0
1782881538.687,10.153.71.4,224.0.0.251,5353,5353,UDP,2,164,2.37,194.11,0,82.0
1782881539.706,10.153.71.4,224.0.0.251,5353,5353,UDP,2,164,1.07,87.99,0,82.0
1782881701.916,10.153.71.4,224.0.0.251,5353,5353,UDP,3,431,3.46,497.32,0,143.67
1782881702.942,10.153.71.4,224.0.0.251,5353,5353,UDP,3,431,1.59,227.75,0,143.67
1782881710.001,10.153.71.4,224.0.0.251,5353,5353,UDP,1,171,1.0,171.76,0,171.0
1782881711.06,10.153.71.4,224.0.0.251,5353,5353,UDP,1,186,0.95,177.04,0,186.0
